AGENCY_NAME,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
San Fernando Police Department,2020,47,111,3,26,0,5,86,161,13,0,4,2,0,0,0,7,0,0,21,0,1,0,1,10,72,3,0,0,18,19,6
San Fernando Police Department,2022,39,125,2,20,0,0,76,75,12,0,1,1,0,0,0,12,7,0,15,1,0,1,0,9,55,4,0,0,27,17,5
San Francisco Police Department,2017,1570,6785,35,499,0,16,346,674,448,6,33,27,1,0,0,592,27,1,198,38,0,214,31,360,1230,109,0,50,359,236,65
San Francisco Police Department,2018,1555,6643,36,507,0,18,322,932,431,8,28,20,6,0,0,533,22,3,224,33,4,128,40,348,1094,96,0,125,361,306,68
San Francisco Police Department,2019,1498,6785,41,464,0,15,310,933,325,1,24,34,0,0,0,566,16,6,206,34,2,161,27,348,1534,128,0,106,403,293,77
San Francisco Police Department,2020,1132,4272,48,436,0,104,214,646,130,2,22,15,0,0,0,256,12,2,316,34,0,31,21,249,1111,125,0,46,410,220,57
San Francisco Police Department,2022,1291,2956,48,470,0,12,317,1426,17,0,17,28,1,0,0,425,18,7,256,72,3,21,21,293,1559,208,0,17,414,289,63
San Gabriel Police Department,2017,72,206,0,24,0,0,115,160,9,0,17,7,0,0,0,29,1,0,19,0,0,1,0,9,65,3,0,0,13,15,7
San Gabriel Police Department,2018,71,215,2,18,0,0,76,179,3,0,16,14,0,0,0,28,0,1,23,0,0,1,5,5,48,4,0,0,19,16,4
San Gabriel Police Department,2019,57,163,1,20,0,1,66,135,8,3,4,7,0,0,0,20,1,0,8,1,1,0,3,11,58,11,0,0,17,17,5
San Gabriel Police Department,2020,46,74,2,26,0,1,70,119,3,0,7,2,0,0,0,28,0,0,17,0,0,1,2,4,54,7,0,0,10,10,2
San Joaquin County Sheriff's Department,2017,605,574,13,237,0,8,106,287,304,1,20,19,0,0,0,78,6,0,28,3,1,29,10,53,533,163,0,5,89,114,37
San Joaquin County Sheriff's Department,2018,557,568,9,197,0,6,91,411,228,1,9,14,2,0,0,56,9,0,24,2,1,80,14,89,566,154,0,5,93,139,39
San Joaquin County Sheriff's Department,2019,510,507,9,200,0,21,88,484,171,1,12,13,6,0,0,70,0,0,25,2,1,9,10,81,475,147,0,4,99,117,66
San Joaquin County Sheriff's Department,2020,591,1047,11,153,0,12,118,418,174,1,10,3,23,0,0,35,2,2,28,7,0,31,15,73,490,137,0,2,85,119,61
San Joaquin County Sheriff's Department,2022,715,1460,12,114,0,24,58,531,116,2,13,13,0,0,0,69,4,2,30,9,3,6,22,69,480,142,0,2,82,187,45
San Jose Police Department,2017,1785,3892,36,369,11,58,632,2325,464,19,47,132,7,0,0,561,37,4,507,38,2,349,63,371,1214,142,0,6,265,432,209
San Jose Police Department,2018,1803,4859,34,330,14,24,687,2377,407,14,58,136,8,0,0,425,26,6,513,32,3,612,60,478,1292,181,0,15,262,522,214
San Jose Police Department,2019,2024,4254,39,420,3,35,698,2438,308,19,67,120,7,0,0,453,11,7,451,41,7,479,76,434,1299,136,0,16,216,562,241
San Jose Police Department,2020,1955,3461,33,408,7,65,605,3649,178,5,60,101,7,0,0,423,24,6,501,43,3,344,110,415,1455,122,0,5,351,528,241
San Jose Police Department,2022,2301,3441,31,378,3,26,804,2117,95,7,35,67,2,0,0,463,19,16,345,45,5,88,133,408,1517,104,0,13,346,701,296
San Jose State University Police Department,2017,12,188,2,6,0,21,32,182,38,0,1,7,0,0,0,36,8,0,4,0,0,0,2,6,42,15,0,0,2,30,10
San Jose State University Police Department,2018,8,222,1,7,0,14,24,138,17,0,1,7,0,0,0,22,2,0,6,0,0,1,2,3,32,21,0,1,4,19,7
San Jose State University Police Department,2019,8,211,2,8,0,16,21,204,23,0,0,4,0,0,0,21,3,0,1,0,0,0,0,3,36,21,0,0,11,28,16
San Jose State University Police Department,2020,7,99,1,10,0,19,18,194,6,0,2,1,0,0,0,13,2,0,11,0,0,0,1,3,16,6,0,0,2,32,11
San Jose State University Police Department,2021,1,12,0,1,0,0,0,2,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0
San Jose State University Police Department,2022,9,109,0,4,0,6,15,22,0,0,0,12,0,0,0,16,1,0,1,0,0,0,0,6,17,7,0,0,6,14,1
San Leandro Police Department,2017,200,193,1,81,0,6,80,339,373,10,10,22,1,0,0,300,1,0,151,3,1,1,3,104,153,34,0,9,18,53,28
San Leandro Police Department,2018,172,184,8,66,0,8,77,251,424,7,7,12,0,0,0,263,1,0,105,6,6,0,3,97,176,33,0,12,26,34,36
San Leandro Police Department,2019,161,126,3,88,0,4,98,215,361,4,3,14,0,0,0,159,0,0,100,1,2,0,2,87,163,16,0,13,27,43,19
San Leandro Police Department,2020,117,63,2,54,0,1,90,118,160,1,5,3,0,0,0,98,0,0,143,5,2,0,2,83,132,11,0,10,26,54,16
San Leandro Police Department,2022,136,68,6,51,0,7,97,80,103,3,1,2,0,0,0,87,0,0,106,3,1,0,1,63,120,31,0,5,25,112,14
San Luis Obispo County Sheriff's Department,2017,193,458,3,30,0,4,22,547,181,1,5,19,0,0,0,21,33,0,16,1,0,0,6,9,146,27,0,9,28,57,37
San Luis Obispo County Sheriff's Department,2018,170,383,3,54,0,5,13,688,193,0,3,10,0,0,0,7,3,0,8,1,0,0,5,8,160,24,0,7,32,58,13
San Luis Obispo County Sheriff's Department,2019,165,384,0,31,0,14,10,575,146,0,9,13,0,0,0,13,4,0,8,4,0,5,4,3,148,13,0,5,30,50,12
San Luis Obispo County Sheriff's Department,2020,193,331,0,16,0,3,7,502,128,0,0,8,0,0,0,12,9,0,10,1,0,0,3,1,125,14,0,3,27,48,9
San Luis Obispo County Sheriff's Department,2022,219,188,1,26,0,60,10,341,92,0,1,5,1,0,0,6,1,0,6,2,0,1,4,8,96,8,0,1,21,42,9
San Luis Obispo Police Department,2017,98,666,2,77,0,3,332,439,498,2,4,10,0,0,0,102,60,0,8,0,0,0,2,9,139,32,0,182,40,14,10
San Luis Obispo Police Department,2018,108,529,3,91,0,6,291,390,375,0,4,9,0,0,0,71,34,0,11,1,0,0,6,16,165,33,0,105,37,26,17
San Luis Obispo Police Department,2019,91,500,7,76,0,13,208,364,239,3,10,10,0,0,0,92,13,0,17,0,0,3,4,9,130,23,0,5,38,27,13
San Luis Obispo Police Department,2020,111,355,2,59,0,11,102,283,192,3,5,7,0,0,0,45,23,0,8,2,0,1,5,12,118,24,0,3,47,23,11
San Luis Obispo Police Department,2022,147,259,6,45,0,5,131,255,207,1,7,5,0,0,0,32,14,0,10,0,0,0,1,20,128,22,0,4,30,30,12
San Marino Police Department,2017,5,17,0,8,0,0,31,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,1,1
San Marino Police Department,2018,4,19,1,8,0,0,28,14,8,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,7,1,0,0,0,1,2
San Marino Police Department,2019,6,21,0,13,0,0,18,20,9,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,12,1,0,1,1,1,1
San Marino Police Department,2020,3,14,0,11,0,0,22,23,3,0,0,2,0,0,0,7,0,0,11,0,0,0,1,1,3,1,0,0,0,2,3
San Marino Police Department,2022,2,53,1,4,0,3,19,3,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,2,3,0,0,2,2,0
San Mateo County Sheriff's Department,2017,125,828,1,144,0,1,266,926,301,8,12,17,1,0,0,46,34,0,85,1,0,6,6,25,138,39,0,12,26,63,30
San Mateo County Sheriff's Department,2018,161,1086,6,160,0,2,256,998,277,4,14,19,0,0,0,48,26,0,23,1,0,5,4,21,145,10,0,14,19,56,19
San Mateo County Sheriff's Department,2019,150,1103,1,131,0,2,237,814,265,2,7,19,0,0,0,48,40,0,20,3,0,7,10,17,189,24,0,11,22,67,20
San Mateo County Sheriff's Department,2020,156,567,4,169,0,1,113,463,154,0,3,7,0,0,0,33,4,0,21,1,0,11,6,23,141,25,0,4,18,35,21
San Mateo County Sheriff's Department,2021,28,274,0,10,0,64,86,90,0,0,1,25,0,0,0,29,0,0,4,1,0,3,0,3,67,10,0,0,14,21,1
San Mateo County Sheriff's Department,2022,95,991,5,20,0,184,148,233,0,1,14,63,0,0,0,80,1,0,12,1,1,5,7,20,154,45,0,3,29,65,6
San Mateo Police Department,2017,145,446,0,172,0,4,181,483,247,2,6,11,0,0,0,98,9,0,13,0,0,25,6,18,171,20,0,1,22,25,18
San Mateo Police Department,2018,134,428,0,118,0,8,159,578,260,0,5,8,0,0,0,88,24,0,10,2,1,17,4,38,186,14,0,6,28,33,21
San Mateo Police Department,2019,125,426,5,125,0,8,137,446,285,4,12,9,0,0,0,96,22,0,21,1,0,7,4,33,179,22,0,0,26,30,14
San Mateo Police Department,2020,107,293,1,86,0,2,163,425,194,1,2,7,0,0,0,53,20,1,13,4,1,1,4,29,179,19,0,0,23,30,23
San Mateo Police Department,2022,128,545,2,72,0,74,180,292,84,2,5,14,0,0,0,85,4,0,9,1,0,1,0,15,186,33,0,1,26,47,9
San Pablo Police Department,2017,89,323,2,34,0,3,68,231,90,3,17,12,0,0,0,47,21,0,131,2,1,0,4,34,115,25,0,0,18,24,9
San Pablo Police Department,2018,114,372,4,36,0,3,60,333,84,2,13,13,0,0,0,53,3,0,184,0,1,0,5,44,127,24,0,2,13,41,22
San Pablo Police Department,2019,142,360,5,43,0,7,53,398,118,13,12,6,0,0,0,54,0,0,196,2,2,0,0,57,117,12,0,0,24,33,15
San Pablo Police Department,2020,91,221,7,23,0,2,45,139,41,3,8,3,0,0,0,19,1,0,123,6,1,3,0,36,84,13,0,0,21,18,9
San Pablo Police Department,2022,89,342,4,18,0,50,63,102,17,0,0,7,0,0,0,18,1,1,92,0,0,0,4,28,81,33,0,0,26,45,10
San Rafael Police Department,2017,140,326,6,75,0,13,193,580,198,5,5,13,0,0,0,110,43,0,16,1,0,12,1,39,211,10,0,95,38,40,49
San Rafael Police Department,2018,153,527,5,52,2,9,198,467,221,1,6,11,0,0,0,103,28,0,16,1,1,11,7,34,222,13,0,151,33,24,38
San Rafael Police Department,2019,149,361,5,64,1,10,147,513,204,0,6,22,0,0,0,53,14,0,24,0,0,9,5,25,235,12,0,84,25,37,29
San Rafael Police Department,2020,149,317,12,54,0,4,110,513,139,0,0,7,0,0,0,55,23,0,10,0,0,3,5,24,177,30,0,36,51,37,19
San Rafael Police Department,2021,6,35,0,1,0,17,34,21,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,2,16,2,0,4,1,3,1
San Rafael Police Department,2022,93,367,10,11,1,279,181,245,0,3,3,24,0,0,0,102,1,0,11,0,0,1,9,16,227,29,0,22,34,50,8
Sand City Police Department,2017,1,34,1,40,0,0,9,135,5,0,1,0,0,0,0,22,0,0,2,0,0,0,0,2,7,1,0,2,1,7,0
Sand City Police Department,2018,5,46,0,20,0,1,10,110,9,0,1,4,0,0,0,11,0,0,3,0,0,0,0,1,7,8,0,7,2,2,2
Sand City Police Department,2019,0,66,0,18,0,0,24,146,7,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,6,3,0,1,1,8,0
Sand City Police Department,2020,5,20,0,9,0,0,7,54,3,0,0,0,0,0,0,7,2,0,1,0,0,0,0,1,10,5,0,0,4,3,0
Sand City Police Department,2021,1,27,0,2,0,0,4,54,0,1,3,6,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,1,0,7,0
Sand City Police Department,2022,1,23,0,3,0,4,6,48,0,0,1,5,0,0,0,15,1,0,0,0,0,0,0,0,4,2,0,2,4,8,0
Sanger Police Department,2017,78,77,2,18,0,5,65,158,60,0,3,3,0,0,0,80,0,0,2,1,0,0,1,7,82,9,0,5,6,19,3
Sanger Police Department,2018,86,70,0,31,0,9,98,139,70,0,3,0,0,0,0,53,0,0,4,0,1,2,2,7,60,10,0,11,7,26,10
Sanger Police Department,2019,77,212,0,13,0,2,118,257,49,2,3,4,0,0,0,30,1,0,6,0,0,2,0,13,93,6,0,14,3,27,6
Sanger Police Department,2020,103,300,1,37,0,2,110,255,22,0,2,2,0,0,0,13,3,1,4,1,0,0,4,3,94,6,0,3,17,27,7
Sanger Police Department,2022,103,211,1,8,0,1,106,180,10,1,0,0,0,0,0,18,0,0,2,3,0,0,3,8,65,2,0,0,4,47,13
Santa Ana Police Department,2017,620,1374,21,204,2,21,564,1750,393,3,18,22,2,0,0,215,50,0,140,14,1,340,44,203,417,273,0,1,192,349,164
Santa Ana Police Department,2018,619,1377,18,170,1,20,357,1694,246,2,13,21,0,0,0,184,35,0,110,11,0,297,51,153,427,237,0,5,162,281,118
Santa Ana Police Department,2019,446,1363,18,188,0,12,256,1287,207,3,13,32,53,0,0,197,28,0,99,16,0,225,46,122,333,239,0,0,138,207,116
Santa Ana Police Department,2020,405,1594,15,110,0,6,258,1253,151,0,5,18,24,0,0,78,11,2,85,9,1,32,29,93,300,279,0,3,128,189,53
Santa Ana Police Department,2022,207,529,9,56,0,4,194,796,65,5,3,3,9,0,0,43,6,0,33,2,0,13,19,36,201,75,0,0,96,186,57
Santa Barbara County Sheriff's Department,2017,246,595,4,114,0,38,151,1011,380,0,11,30,0,0,0,65,680,0,19,2,3,15,6,18,329,22,0,32,46,88,27
Santa Barbara County Sheriff's Department,2018,249,594,1,121,0,47,108,1147,293,4,12,32,0,0,0,72,485,0,19,1,4,6,5,14,282,42,0,46,58,79,18
Santa Barbara County Sheriff's Department,2019,245,500,4,79,0,37,85,1059,273,1,14,17,0,0,0,72,494,0,25,1,0,13,7,22,234,27,0,21,51,86,21
Santa Barbara County Sheriff's Department,2020,200,363,4,87,0,18,116,985,134,1,20,16,0,0,0,49,431,0,40,3,2,14,8,26,173,30,0,14,57,50,22
Santa Barbara County Sheriff's Department,2022,222,344,7,76,0,14,182,724,53,2,20,19,0,0,0,62,273,0,27,4,1,27,5,24,192,31,0,7,54,63,13
Santa Barbara Police Department,2017,281,3258,4,135,0,79,293,1688,0,1,23,42,0,0,0,132,114,1,39,0,0,28,15,61,397,30,0,569,77,38,35
Santa Barbara Police Department,2018,322,3120,12,125,0,31,304,1485,0,4,21,41,0,0,0,135,95,0,32,3,0,4,21,50,392,17,0,505,66,58,42
Santa Barbara Police Department,2019,315,3089,5,140,0,25,276,1484,0,7,24,49,0,0,0,134,75,0,38,4,1,2,12,54,348,24,0,36,79,54,46
Santa Barbara Police Department,2020,292,1454,8,93,0,10,189,904,0,4,12,27,0,0,0,106,31,0,38,3,0,1,7,50,281,17,0,23,69,51,29
Santa Barbara Police Department,2022,192,1603,18,93,1,84,221,571,0,2,10,51,0,0,0,77,19,1,23,4,1,0,7,47,298,31,0,29,84,53,20
Santa Clara County Sheriff's Department,2017,283,753,1,79,0,2,87,569,123,1,18,15,0,0,0,54,2,0,117,4,1,32,17,25,248,68,0,2,50,58,68
Santa Clara County Sheriff's Department,2018,265,669,3,67,5,5,123,775,67,3,10,13,0,0,0,86,8,0,130,1,0,7,13,16,221,93,0,16,40,53,62
Santa Clara County Sheriff's Department,2019,245,716,2,60,0,2,82,620,75,0,14,16,0,0,0,62,12,0,101,1,0,12,9,19,259,62,0,3,35,61,41
Santa Clara County Sheriff's Department,2020,239,405,4,50,0,2,56,301,31,2,7,11,0,0,0,34,0,0,82,1,1,1,18,18,154,40,0,3,33,40,48
Santa Clara County Sheriff's Department,2022,221,491,2,49,0,2,98,346,21,4,7,19,0,0,0,63,1,0,96,1,0,0,13,13,177,80,0,8,46,45,88
Santa Clara Police Department,2017,210,499,2,41,0,5,200,791,297,3,10,9,0,0,0,221,15,1,52,0,0,4,19,34,174,29,0,5,41,51,36
Santa Clara Police Department,2018,193,469,5,42,0,9,123,781,325,0,17,9,0,0,0,159,8,1,50,1,0,10,13,34,221,57,0,2,28,49,38
Santa Clara Police Department,2019,187,493,5,31,0,9,125,792,350,4,16,15,0,0,0,182,6,0,36,1,0,2,11,29,239,37,0,1,42,57,39
Santa Clara Police Department,2020,186,305,3,50,0,2,61,552,110,3,7,3,0,0,0,120,0,1,51,5,0,0,10,31,164,30,0,2,29,36,33
Santa Clara Police Department,2021,64,191,1,13,0,26,43,84,0,3,3,13,0,0,0,35,0,0,16,0,0,0,3,7,62,14,0,2,16,27,3
Santa Clara Police Department,2022,198,883,5,36,0,125,128,254,0,7,8,28,0,0,0,307,0,1,36,0,0,0,8,24,174,64,0,6,47,63,8
Santa Cruz County Sheriff's Department,2017,263,337,3,83,0,9,1,988,2,8,9,27,0,0,0,107,9,0,9,7,0,0,12,17,326,82,0,59,61,117,26
Santa Cruz County Sheriff's Department,2018,299,329,8,107,0,7,1,868,2,1,7,25,0,0,0,95,7,0,11,11,0,0,8,23,330,84,0,33,69,118,31
Santa Cruz County Sheriff's Department,2019,310,365,4,117,0,5,1,815,0,3,7,28,0,0,0,62,23,0,7,6,0,0,13,18,373,48,0,46,49,100,34
Santa Cruz County Sheriff's Department,2020,268,834,3,90,0,6,4,770,0,2,3,16,0,0,0,70,19,0,7,12,0,0,4,20,312,49,0,31,44,103,23
Santa Cruz County Sheriff's Department,2021,38,94,1,2,0,77,0,107,0,0,1,7,0,0,0,13,3,0,1,2,0,0,2,2,60,2,0,1,9,14,0
Santa Cruz County Sheriff's Department,2022,150,596,13,30,0,322,0,589,0,1,2,25,0,0,0,42,19,0,4,3,2,0,5,12,318,27,0,14,57,103,5
Santa Cruz Police Department,2017,182,815,8,52,0,15,111,942,946,0,3,35,0,0,0,222,14,0,40,3,0,1,10,39,339,62,0,35,80,59,32
Santa Cruz Police Department,2018,174,864,13,66,0,9,115,1184,979,0,12,44,0,0,0,157,8,0,36,4,0,0,7,28,286,49,0,14,86,64,28
Santa Cruz Police Department,2019,174,690,11,64,0,19,148,972,869,1,5,34,0,0,0,147,5,0,27,2,1,0,3,32,345,55,0,7,79,66,19
Santa Cruz Police Department,2020,147,615,15,50,0,7,115,1054,471,1,10,19,0,0,0,90,10,1,28,3,1,0,4,28,267,31,0,22,98,63,19
Santa Cruz Police Department,2022,166,666,13,62,0,7,132,660,275,1,9,8,0,0,0,72,0,0,16,1,0,0,2,53,291,37,0,18,56,59,23
Santa Maria Police Department,2017,267,1734,1,87,3,9,431,522,193,3,9,16,1,0,0,125,31,1,37,0,0,0,9,48,465,23,0,4,41,35,26
Santa Maria Police Department,2018,250,1445,1,58,0,14,497,378,155,3,6,11,0,0,0,125,28,0,36,2,1,3,8,34,380,27,0,3,53,24,23
Santa Maria Police Department,2019,147,1022,2,66,0,0,430,261,75,1,6,12,0,0,0,109,20,0,17,0,0,0,3,50,260,8,0,3,26,26,14
Santa Maria Police Department,2020,282,536,1,66,0,5,505,368,102,3,3,15,0,0,0,84,5,1,54,4,0,3,1,22,250,10,0,5,36,37,17
Santa Maria Police Department,2021,120,448,0,48,0,52,484,124,0,3,3,22,0,0,0,65,3,0,59,2,7,6,8,28,333,17,0,3,65,54,5
Santa Maria Police Department,2022,151,467,7,51,0,140,489,154,0,5,7,16,0,0,0,91,1,0,107,3,2,0,10,55,407,18,0,2,53,86,3
Santa Monica Police Department,2017,242,2304,4,211,0,2,154,482,568,2,13,34,0,0,0,316,15,2,36,17,0,0,11,104,285,52,0,10,74,59,32
Santa Monica Police Department,2018,342,3297,2,204,0,6,206,655,546,2,21,25,0,0,0,435,7,0,24,6,0,1,13,144,351,47,0,10,73,68,47
Santa Monica Police Department,2019,252,1981,8,210,0,5,163,669,482,4,6,32,0,0,0,237,4,0,21,8,0,1,7,111,401,33,0,7,67,92,51
Santa Monica Police Department,2020,207,1447,12,143,0,1,118,230,185,3,4,12,0,0,0,94,2,0,20,4,0,1,8,88,195,26,0,10,59,44,28
Santa Monica Police Department,2022,286,722,16,230,0,3,162,294,270,0,4,16,0,0,0,105,8,0,23,4,0,0,7,115,318,15,0,16,94,61,32
Santa Paula Police Department,2017,63,150,0,14,4,10,43,243,17,0,1,0,0,0,0,30,8,0,10,0,3,1,2,8,116,5,0,2,21,18,6
Santa Paula Police Department,2018,60,177,0,21,0,2,18,267,21,0,5,6,0,0,0,38,9,0,11,0,0,0,1,9,121,7,0,3,28,28,15
Santa Paula Police Department,2019,80,206,2,9,0,5,38,392,22,1,1,1,0,0,0,24,24,1,14,3,1,1,0,10,141,6,0,8,22,36,4
Santa Paula Police Department,2020,69,224,2,21,0,1,41,371,14,0,1,1,0,0,0,19,17,0,10,0,1,0,0,6,161,5,0,2,31,45,4
Santa Paula Police Department,2021,44,117,1,8,0,13,51,173,0,0,1,3,0,0,0,18,8,0,7,0,0,0,0,3,81,8,0,1,18,40,0
Santa Paula Police Department,2022,57,96,3,8,0,6,35,97,0,2,4,10,0,0,0,27,4,0,2,0,0,0,0,7,110,3,0,4,22,37,0
Santa Rosa Junior College Police Department,2017,1,151,0,1,0,4,4,109,13,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,13,6,0,1,2,8,2
Santa Rosa Junior College Police Department,2018,5,160,0,3,0,1,15,58,5,0,0,5,0,0,0,3,2,0,0,0,0,0,0,1,16,6,0,2,0,5,4
Santa Rosa Junior College Police Department,2019,0,43,0,1,0,4,1,29,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,1,1,3,1
Santa Rosa Junior College Police Department,2020,0,9,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Santa Rosa Junior College Police Department,2022,3,45,0,0,0,2,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,0
Santa Rosa Police Department,2017,491,2182,7,164,0,15,648,1126,308,5,18,29,0,0,0,169,25,1,42,2,1,1,9,48,455,86,0,132,86,107,38
Santa Rosa Police Department,2018,503,2472,12,183,0,18,521,1236,342,5,27,50,0,0,0,137,24,2,33,2,1,3,20,64,484,106,0,83,84,118,41
Santa Rosa Police Department,2019,561,2416,15,132,0,23,570,1487,393,5,22,35,0,0,0,118,24,2,21,3,2,1,14,69,455,67,0,79,112,124,58
Santa Rosa Police Department,2020,290,1139,9,90,0,24,260,652,169,2,5,20,0,0,0,45,4,0,14,1,4,2,13,35,313,44,0,22,76,62,32
Santa Rosa Police Department,2022,242,1961,11,94,1,146,399,515,40,3,17,42,0,0,0,85,4,1,32,5,4,0,9,53,527,57,0,10,87,144,10
Sausalito Police Department,2017,12,18,0,16,0,0,25,22,46,0,1,2,0,0,0,4,2,0,1,0,0,0,0,1,11,15,0,1,5,2,0
Sausalito Police Department,2018,3,36,1,9,0,0,35,17,59,0,1,2,0,0,0,6,4,0,1,0,0,1,0,0,22,8,0,0,1,1,3
Sausalito Police Department,2019,9,7,0,4,0,0,34,25,40,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,12,13,0,0,1,2,1
Sausalito Police Department,2020,9,14,1,4,0,1,19,11,9,0,2,1,0,0,0,3,0,0,3,0,0,0,0,1,16,17,0,0,3,2,1
Sausalito Police Department,2022,7,4,1,5,0,0,6,4,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,6,0,1,4,1,0
Scotts Valley Police Department,2017,7,48,0,17,0,0,61,118,43,0,5,2,0,0,0,12,6,0,0,0,0,0,0,2,25,12,0,3,6,7,2
Scotts Valley Police Department,2018,11,61,1,18,0,0,66,173,72,1,1,5,0,0,0,6,5,0,0,0,0,0,1,0,28,13,0,6,3,7,8
Scotts Valley Police Department,2019,7,55,1,17,0,0,59,94,47,0,2,4,0,0,0,7,0,0,0,0,0,0,0,0,31,10,0,0,14,2,2
Scotts Valley Police Department,2020,10,45,0,12,0,0,30,102,20,0,4,2,0,0,0,1,3,0,1,0,0,0,0,1,17,4,0,0,5,4,2
Scotts Valley Police Department,2021,0,7,0,0,0,9,4,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0
Scotts Valley Police Department,2022,11,88,0,3,0,46,64,46,0,0,0,16,0,0,0,15,2,0,2,0,0,0,1,1,28,2,0,0,5,5,0
Seal Beach Police Department,2017,46,73,0,69,0,1,99,99,113,0,1,10,0,0,0,23,8,1,5,0,0,0,1,6,66,24,0,21,6,13,3
Seal Beach Police Department,2018,30,32,1,40,0,2,107,183,87,0,2,11,0,0,0,35,6,0,5,0,0,0,1,10,48,13,0,5,7,9,1
Seal Beach Police Department,2019,26,54,0,43,0,0,114,169,55,0,8,14,0,0,0,29,2,0,3,1,0,0,0,6,46,10,0,3,7,13,2
Seal Beach Police Department,2020,21,39,0,32,0,0,69,108,56,1,0,7,0,0,0,24,15,0,1,0,0,0,1,4,48,13,0,2,6,5,0
Seal Beach Police Department,2022,31,124,1,16,0,64,69,97,0,1,9,15,0,0,0,29,3,0,5,0,0,0,1,4,22,33,0,0,5,17,0
Seaside Police Department,2017,54,142,3,25,0,18,72,198,65,2,2,2,0,0,0,15,1,1,8,1,0,0,1,14,61,3,0,60,12,24,7
Seaside Police Department,2018,67,130,0,15,0,12,79,209,35,1,1,2,0,0,0,10,3,0,8,1,0,3,2,3,82,7,0,60,12,19,5
Seaside Police Department,2019,57,97,2,25,0,15,55,168,23,2,0,1,0,0,0,11,1,0,3,0,0,0,0,2,56,10,0,3,10,15,3
Seaside Police Department,2020,53,75,0,27,0,6,52,138,16,0,2,4,0,0,0,6,1,1,5,1,0,0,1,13,68,3,0,4,9,14,7
Seaside Police Department,2021,25,93,0,6,0,16,47,50,0,0,1,1,0,0,0,16,1,0,1,0,1,0,0,7,35,1,0,2,7,16,1
Seaside Police Department,2022,42,153,1,8,0,33,114,113,0,0,3,9,0,0,0,14,3,0,2,0,0,0,0,14,88,5,0,2,9,39,1
Sebastopol Police Department,2017,23,133,0,3,0,1,92,136,29,1,4,2,0,0,0,13,6,0,1,0,0,0,2,1,33,3,0,3,7,9,1
Sebastopol Police Department,2018,21,125,0,10,0,0,65,106,18,0,2,5,0,0,0,8,3,0,1,1,0,0,1,2,39,6,0,0,18,15,2
Sebastopol Police Department,2019,21,105,0,10,0,5,37,107,23,0,1,0,0,0,0,12,12,0,3,0,0,0,2,4,49,7,0,0,10,10,4
Sebastopol Police Department,2020,9,99,0,9,0,4,31,96,17,0,0,5,0,0,0,15,9,0,2,1,0,0,1,8,18,10,0,0,9,10,0
Sebastopol Police Department,2022,13,57,0,2,0,16,16,36,11,0,1,3,0,0,0,6,2,0,1,0,0,0,0,1,19,6,0,0,5,7,0
Selma Police Department,2017,67,620,1,18,0,2,71,168,9,4,4,3,0,0,0,59,2,0,1,1,0,0,1,3,114,22,0,1,26,39,0
Selma Police Department,2018,87,546,2,17,1,3,73,77,5,4,2,2,0,0,0,61,2,0,2,1,0,0,3,4,96,21,0,0,13,24,6
Selma Police Department,2019,63,480,0,21,0,3,105,170,66,1,0,8,0,0,0,47,7,0,6,0,1,0,2,14,104,26,0,1,14,46,7
Selma Police Department,2020,89,335,3,19,0,0,100,230,100,1,2,3,0,0,0,62,0,0,4,0,0,0,4,7,80,16,0,5,20,48,5
Selma Police Department,2022,101,447,2,9,0,4,93,185,15,1,2,3,0,0,0,27,4,1,2,2,0,0,2,6,86,14,0,3,8,47,9
